DATE,PRCP,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT08,WT11,WT13,WT16,WT17,WT18,WT19,WT22
06/08/17,0,,74,50,,,,,,,,,,,
06/09/17,0.01,,77,57,,,,,,,,,,,
06/10/17,0,,88,58,,,,,,,,,,,
06/11/17,0,,90,71,,,,,,,,,,,
06/12/17,0,,92,72,,,,,,,,,,,
06/13/17,0,,90,69,,,,,,,,,,,
06/14/17,0,,84,67,,,,,,,,,,,
06/15/17,1.14,,82,67,,,,,,,,,,,
06/16/17,0,,88,65,,,,,,,,,,,
06/17/17,0.02,,88,69,,,,,,,,,,,
06/18/17,0.01,,85,69,,,,,,,,,,,
06/19/17,0.03,,79,59,,,,,,,,,,,
06/20/17,0,,77,58,,,,,,,,,,,
06/21/17,0,,76,57,,,,,,,,,,,
06/22/17,,,87,62,,,,,,,,,,,
06/23/17,,,80,67,,,,,,,,,,,
06/24/17,0,,78,63,,,,,,,,,,,
06/25/17,0,,72,58,,,,,,,,,,,
06/26/17,0.01,,72,55,,,,,,,,,,,
06/27/17,0,,73,52,,,,,,,,,,,
06/28/17,0,,77,53,,,,,,,,,,,
06/29/17,0,,87,69,,,,,,,,,,,
06/30/17,0.32,,86,68,,,,,,,,,,,
07/01/17,0,,84,68,,,,,,,,,,,
07/02/17,0,,85,66,,,,,,,,,,,
07/03/17,0,,80,64,,,,,,,,,,,
07/04/17,0,,80,59,,,,,,,,,,,
07/05/17,0,,84,61,,,,,,,,,,,
07/06/17,0,,87,63,,,,,,,,,,,
07/07/17,0.88,,86,67,,,,,,,,,,,
07/08/17,0,,78,64,,,,,,,,,,,
07/09/17,0,,82,60,,,,,,,,,,,
07/10/17,0.64,,77,67,,,,,,,,,,,
07/11/17,0.59,,83,66,,,,,,,,,,,
07/12/17,0.19,,83,71,,,,,,,,,,,
07/13/17,0.19,,83,73,,,,,,,,,,,
07/14/17,0,,82,68,,,,,,,,,,,
07/15/17,0,,81,63,,,,,,,,,,,
07/16/17,0,,82,63,,,,,,,,,,,
07/17/17,0,,79,61,,,,,,,,,,,
07/18/17,0,,85,62,,,,,,,,,,,
07/19/17,0,,92,71,,,,,,,,,,,
07/20/17,0,,88,72,,,,,,,,,,,
07/21/17,0,,86,72,,,,,,,,,,,
07/22/17,0.02,,86,74,,,,,,,,,,,
07/23/17,0,,83,71,,,,,,,,,,,
07/24/17,0,,74,62,,,,,,,,,,,
07/25/17,0,,77,57,,,,,,,,,,,
07/26/17,0,,82,62,,,,,,,,,,,
07/27/17,0,,84,67,,,,,,,,,,,
07/28/17,0,,78,60,,,,,,,,,,,
07/29/17,0,,83,59,,,,,,,,,,,
07/30/17,0,,86,61,,,,,,,,,,,
07/31/17,0,,88,63,,,,,,,,,,,
08/01/17,0,,88,68,,,,,,,,,,,
08/02/17,1.14,,87,66,,,,,,,,,,,
08/03/17,0.12,,85,66,,,,,,,,,,,
08/04/17,0,,77,62,,,,,,,,,,,
08/05/17,0,,77,57,,,,,,,,,,,
08/06/17,0,,78,59,,,,,,,,,,,
08/07/17,0,,79,60,,,,,,,,,,,
08/08/17,0,,83,57,,,,,,,,,,,
08/09/17,0,,84,63,,,,,,,,,,,
08/10/17,0,,83,64,,,,,,,,,,,
08/11/17,0.17,,83,66,,,,,,,,,,,
08/12/17,0.01,,78,62,,,,,,,,,,,
08/13/17,0,,80,59,,,,,,,,,,,
08/14/17,0,,82,62,,,,,,,,,,,
08/15/17,0.07,,82,65,,,,,,,,,,,
08/16/17,0,,82,61,,,,,,,,,,,
08/17/17,0.98,,80,69,,,,,,,,,,,
08/18/17,0,,78,67,,,,,,,,,,,
08/19/17,0,,80,64,,,,,,,,,,,
08/20/17,0,,83,61,,,,,,,,,,,
08/21/17,0,,87,67,,,,,,,,,,,
08/22/17,0.08,,80,65,,,,,,,,,,,
08/23/17,0,,75,57,,,,,,,,,,,
08/24/17,0,,72,56,,,,,,,,,,,
08/25/17,0,,72,51,,,,,,,,,,,
08/26/17,0,,72,52,,,,,,,,,,,
08/27/17,0,,75,55,,,,,,,,,,,
08/28/17,1.65,,73,62,1,,,,,,,,,,
08/29/17,,,73,61,,,,,,,,,,,
08/30/17,0,,81,70,,,,,,,,,,,
08/31/17,0,,71,53,,,,,,,,,,,
09/01/17,0,,64,53,,,,,,,,,,,
09/02/17,0,,69,49,,,,,,,,,,,
09/03/17,0.02,,76,56,,,,,,,,,,,
09/04/17,0.51,,83,59,,,,,,,,,,,
09/05/17,0.04,,71,55,,,,,,,,,,,
09/06/17,0,,65,50,,,,,,,,,,,
09/07/17,0.17,,68,50,,,,,,,,,,,
09/08/17,0,,67,50,,,,,,,,,,,
09/09/17,0,,65,45,,,,,,,,,,,
09/10/17,0,,68,46,,,,,,,,,,,
09/11/17,0,,72,50,,,,,,,,,,,
09/12/17,0,,76,53,,,,,,,,,,,
09/13/17,0,,75,57,,,,,,,,,,,
09/14/17,0,,76,59,,,,,,,,,,,
09/15/17,0,,79,59,,,,,,,,,,,
09/16/17,0,,81,59,,,,,,,,,,,
09/17/17,0,,83,60,,,,,,,,,,,
09/18/17,0.21,,74,64,,,,,,,,,,,
09/19/17,0.16,,70,63,,,,,,,,,,,
09/20/17,0,,81,63,,,,,,,,,,,
09/21/17,0,,88,65,,,,,,,,,,,
09/22/17,0,,87,67,,,,,,,,,,,
09/23/17,0,,90,64,,,,,,,,,,,
09/24/17,0,,88,65,,,,,,,,,,,
09/25/17,0,,89,67,,,,,,,,,,,
09/26/17,0,,90,68,,,,,,,,,,,
09/27/17,0,,79,60,,,,,,,,,,,
09/28/17,0,,67,52,,,,,,,,,,,
09/29/17,0.1,,68,52,,,,,,,,,,,
09/30/17,0,,63,46,,,,,,,,,,,
10/01/17,0,,67,43,,,,,,,,,,,
10/02/17,0,,74,45,,,,,,,,,,,
10/03/17,0,,82,53,,,,,,,,,,,
10/04/17,0.02,,79,66,,,,,,,,,,,
10/05/17,0.06,,74,51,,,,,,,,,,,
10/06/17,0.18,,64,56,,,,,,,,,,,
10/07/17,0.1,,81,64,,,,,,,,,,,
10/08/17,0,,73,62,,,,,,,,,,,
10/09/17,0.08,,78,60,,,,,,,,,,,
10/10/17,0,,69,55,,,,,,,,,,,
10/11/17,0.89,,60,50,,,,,,,,,,,
10/12/17,0,,59,49,,,,,,,,,,,
10/13/17,0,,70,57,,,,,,,,,,,
10/14/17,0.17,,66,60,,,,,,,,,,,
10/15/17,0.02,,74,47,,,,,,,,,,,
10/16/17,0,,58,43,,,,,,,,,,,
10/17/17,0,,68,44,,,,,,,,,,,
10/18/17,0,,67,48,,,,,,,,,,,
10/19/17,0,,70,53,,,,,,,,,,,
10/20/17,0,,69,41,,,,,,,,,,,
10/21/17,0,,72,50,,,,,,,,,,,
10/22/17,0,,76,53,,,,,,,,,,,
10/23/17,0.22,,67,53,,,,,,,,,,,
10/24/17,0.09,,55,43,,,,,,,,,,,
10/25/17,0.01,,51,39,,,,,,,,,,,
10/26/17,0,,54,33,,,,,,,,,,,
10/27/17,0.12,,60,41,,,,,,,,,,,
10/28/17,0,,45,38,,,,,,,,,,,
10/29/17,0,,47,38,,,,,,,,,,,
10/30/17,0,,47,37,,,,,,,,,,,
10/31/17,0,,42,36,,,,,,,,,,,
11/01/17,0.04,,45,35,,,,,,,,,,,
11/02/17,0.16,,60,45,,,,,,,,,,,
11/03/17,,,52,36,,,,,,,,,,,
11/04/17,0.42,,52,39,,,,,,,,,,,
11/05/17,0.28,,63,49,,,,,,,,,,,
11/06/17,0,,49,37,,,,,,,,,,,
11/07/17,0,,49,33,,,,,,,,,,,
11/08/17,0,,48,29,,,,,,,,,,,
11/09/17,0,,48,25,,,,,,,,,,,
11/10/17,0,,29,19,,,,,,,,,,,
11/11/17,0,,37,22,,,,,,,,,,,
11/12/17,0.14,,40,33,,,,,,,,,,,
11/13/17,0,,43,35,,,,,,,,,,,
11/14/17,0,,47,33,,,,,,,,,,,
11/15/17,0.23,,47,38,,,,,,,,,,,
11/16/17,0,,45,36,,,,,,,,,,,
11/17/17,0,,56,33,,,,,,,,,,,
11/18/17,1.59,,65,38,,,,,,,,,,,
11/19/17,0,,,,,,,,,,,,,,
11/20/17,0,,,,,,,,,,,,,,
11/21/17,0.08,,,,,,,,,,,,,,
11/22/17,0,,35,27,,,,,,,,,,,
11/23/17,0,,39,27,,,,,,,,,,,
11/24/17,0,,52,31,,,,,,,,,,,
11/25/17,0,,51,35,,,,,,,,,,,
11/26/17,0,,43,27,,,,,,,,,,,
11/27/17,0,,44,29,,,,,,,,,,,
11/28/17,0,,63,41,,,,,,,,,,,
11/29/17,0,,53,33,,,,,,,,,,,
11/30/17,0.11,,51,29,,,,,,,,,,,
12/01/17,0,,48,29,,,,,,,,,,,
12/02/17,0,,49,33,,,,,,,,,,,
12/03/17,0,,53,30,,,,,,,,,,,
12/04/17,0.04,,54,37,,,,,,,,,,,
12/05/17,0.02,,56,30,,,,,,,,,,,
12/06/17,0,,40,27,,,,,,,,,,,
12/07/17,0,,33,24,,,,,,,,,,,
12/08/17,0,,32,20,,,,,,,,,,,
12/09/17,0,,29,26,,,,,,,,,,,
12/10/17,0,,28,24,,,,,,,,,,,
12/11/17,0.15,,31,22,,,,,,,,,,,
12/12/17,0,,31,13,,,,,,,,,,,
12/13/17,0.13,,24,13,,,,,,,,,,,
12/14/17,0,,23,6,,,,,,,,,,,
12/15/17,0,,26,15,,,,,,,,,,,
12/16/17,0.01,,32,21,1,,,1,,,,,,,
12/17/17,0,,34,21,1,,,,,,,,,,
12/18/17,0.01,,42,29,1,,,,,,,,,,
12/19/17,0,,48,37,,,,,,,,,,,
12/20/17,0,,38,27,,,,,,,,,,,
12/21/17,0,,34,27,,,,,,,,,,,
12/22/17,0,,34,32,1,,,1,,,,,,,
12/23/17,0.02,,38,28,1,,,,,,,,,,
12/24/17,0.22,,28,21,1,,,,,,,,,,
12/25/17,,,22,10,1,,,1,,,,,,,
12/26/17,,,13,2,,,,1,,,,,,,
12/27/17,0,,13,0,,,,,,,,,,,
12/28/17,,,14,-4,1,,,,,,,,,,
12/29/17,,,19,11,,,,,,,,,,,
12/30/17,,,17,6,,,,,,,,,,,
12/31/17,0,,17,-1,,,,,,,,,,,
01/01/18,0,,15,-2,,,,,,,,,,,
01/02/18,0,,12,2,,,,,,,,,,,
01/03/18,0,,16,2,,,,,,,,,,,
01/04/18,0,,16,0,,,,,,,,,,,
01/05/18,0,,7,-3,,,,,,,,,,,
01/06/18,0,,9,-4,,,,,,,,,,,
01/07/18,0,,30,-3,,,,,,,,,,,
01/08/18,0.09,,37,29,,,,,,,,,,,
01/09/18,0,,37,27,,,,,,,,,,,
01/10/18,0.06,,47,24,,,,,,,,,,,
01/11/18,0,,56,45,,,,,,,,,,,
01/12/18,0.15,,54,15,,,,,,,,,,,
01/13/18,0,,19,9,,,,,,,,,,,
01/14/18,0,,20,6,,,,,,,,,,,
01/15/18,0,,22,15,,,,,,,,,,,
01/16/18,0,,22,10,,,,,,,,,,,
01/17/18,0,,24,4,,,,,,,,,,,
01/18/18,0,,28,14,,,,,,,,,,,
01/19/18,0,,37,23,,,,,,,,,,,
01/20/18,0,,44,33,,,,,,,,,,,
01/21/18,0,,42,35,,,,,,,,,,,
01/22/18,0.44,,53,36,,,,,,,,,,,
01/23/18,0.07,,48,27,,,,,,,,,,,
01/24/18,0,,29,24,,,,,,,,,,,
01/25/18,0,,33,24,,,,,,,,,,,
01/26/18,0,,52,27,,,,,,,,,,,
01/27/18,0,,50,36,,,,,,,,,,,
01/28/18,0,,45,27,,,,,,,,,,,
01/29/18,0.09,,30,17,,,,,,,,,,,
01/30/18,0,,23,12,,,,,,,,,,,
01/31/18,0,,41,19,,,,,,,,,,,
02/01/18,0,,38,10,,,,,,,,,,,
02/02/18,0,,20,10,,,,,,,,,,,
02/03/18,0,,34,12,,,,,,,,,,,
02/04/18,,,35,12,,,,,,,,,,,
02/05/18,,,19,6,,,,,,,,,,,
02/06/18,,,24,11,,,,,,,,,,,
02/07/18,,,26,17,,,,,,,,,,,
02/08/18,0,,21,9,,,,,,,,,,,
02/09/18,,,24,14,,,,,,,,,,,
02/10/18,,,23,20,,,,,,,,,,,
02/11/18,,,28,20,,,,,,,,,,,
02/12/18,0,,29,12,,,,,,,,,,,
02/13/18,0,,25,6,,,,,,,,,,,
02/14/18,0,,44,22,,,,,,,,,,,
02/15/18,0.07,,46,38,,,,,,,,,,,
02/16/18,0,,42,22,,,,,,,,,,,
02/17/18,0,,33,19,,,,,,,,,,,
02/18/18,0,,37,28,,,,,,,,,,,
02/19/18,0.47,,59,31,,,,,,,,,,,
02/20/18,1.07,,65,52,,,,,,,,,,,
02/21/18,0.43,,56,30,,,,,,,,,,,
02/22/18,0,,38,29,,,,,,,,,,,
02/23/18,0.05,,49,33,1,,,,,,,,,,
02/24/18,0.02,,41,35,1,,,,,,,,,,
02/25/18,0.03,,50,35,1,,,,,,,,,,
02/26/18,0,,50,29,,,,,,,,,,,
02/27/18,0,,59,36,,,,,,,,,,,
02/28/18,0,,62,37,,,,,,,,,,,
03/01/18,0.88,,37,32,,,,,,,,,,,
03/02/18,0,,40,29,,,,,,,,,,,
03/03/18,0,,40,26,,,,,,,,,,,
03/04/18,0,,40,24,,,,,,,,,,,
03/05/18,0,,37,22,,,,,,,,,,,
03/06/18,0.02,,41,31,,,,,,,,,,,
03/07/18,0.04,,35,26,,,,,,,,,,,
03/08/18,0,,32,22,,,,,,,,,,,
03/09/18,0,,34,28,,,,,,,,,,,
03/10/18,0,,36,23,,,,,,,,,,,
03/11/18,0,,39,20,,,,,,,,,,,
03/12/18,0,,35,21,,,,,,,,,,,
03/13/18,0,,34,26,,,,,,,,,,,
03/14/18,0,,39,22,,,,,,,,,,,
03/15/18,0,,35,23,,,,,,,,,,,
03/16/18,0,,38,21,,,,,,,,,,,
03/17/18,0,,46,22,,,,,,,,,,,
03/18/18,0,,58,26,,,,,,,,,,,
03/19/18,0,,42,26,,,,,,,,,,,
03/20/18,0,,41,25,,,,,,,,,,,
03/21/18,0,,40,28,,,,,,,,,,,
03/22/18,0,,45,28,,,,,,,,,,,
03/23/18,0,,43,25,,,,,,,,,,,
03/24/18,0,,41,24,,,,,,,,,,,
03/25/18,0,,38,22,,,,,,,,,,,
03/26/18,0,,50,31,,,,,,,,,,,
03/27/18,0.2,,54,40,,,,,,,,,,,
03/28/18,0,,45,37,,,,,,,,,,,
03/29/18,0.36,,44,38,,,,,,,,,,,
03/30/18,0,,45,32,,,,,,,,,,,
03/31/18,0.06,,50,31,,,,,,,,,,,
04/01/18,0,,41,30,,,,,,,,,,,
04/02/18,0,,41,23,,,,,,,,,,,
04/03/18,0.73,,40,33,,,,,,,,,,,
04/04/18,0,,37,29,,,,,,,,,,,
04/05/18,0,,43,24,,,,,,,,,,,
04/06/18,0.1,,44,27,,,,,,,,,,,
04/07/18,0,,39,23,,,,,,,,,,,
04/08/18,0,,40,22,,,,,,,,,,,
04/09/18,0.01,,38,30,,,,,,,,,,,
04/10/18,0,,46,30,,,,,,,,,,,
04/11/18,0,,57,34,,,,,,,,,,,
04/12/18,0.01,,75,41,,,,,,,,,,,
04/13/18,0,,57,37,,,,,,,,,,,
04/14/18,0.73,,44,30,,,,,,,,,,,
04/15/18,0.93,,39,30,,,,,,,,,,,
04/16/18,0,,38,31,,,,,,,,,,,
04/17/18,0.01,,36,28,,,,,,,,,,,
04/18/18,0,,41,32,,,,,,,,,,,
04/19/18,0,,52,34,,,,,,,,,,,
04/20/18,0,,55,33,,,,,,,,,,,
04/21/18,0,,54,29,,,,,,,,,,,
04/22/18,0,,60,32,,,,,,,,,,,
04/23/18,0,,70,40,,,,,,,,,,,
04/24/18,0.13,,60,49,,,,,,,,,,,
04/25/18,0.02,,58,41,,,,,,,,,,,
04/26/18,0,,62,36,,,,,,,,,,,
04/27/18,0,,65,39,,,,,,,,,,,
04/28/18,0.01,,50,36,,,,,,,,,,,
04/29/18,0,,58,31,,,,,,,,,,,
04/30/18,0,,71,36,,,,,,,,,,,
05/01/18,0,,83,51,,,,,,,,,,,
05/02/18,0.34,,84,62,,,,,,,,,,,
05/03/18,0.75,,73,51,,,,,,,,,,,
05/04/18,0.18,,75,53,,,,,,,,,,,
05/05/18,0,,76,54,,,,,,,,,,,
05/06/18,0.01,,72,51,,,,,,,,,,,
05/07/18,0,,66,45,,,,,,,,,,,
05/08/18,0,,75,44,,,,,,,,,,,
05/09/18,0.08,,80,51,,,,,,,,,,,
05/10/18,0.06,,72,45,,,,,,,,,,,
05/11/18,0.5,,47,41,,,,,,,,,,,
05/12/18,2.6,,51,42,,,,,,,,,,,
05/13/18,0.48,,65,43,,,,,,,,,,,
05/14/18,0.03,,76,51,,,,,,,,,,,
05/15/18,0.67,,72,52,,,,,,,,,,,
05/16/18,0,,74,49,,,,,,,,,,,
05/17/18,0,,77,54,,,,,,,,,,,
05/18/18,0,,73,52,,,,,,,,,,,
05/19/18,0.24,,76,56,,,,,,,,,,,
05/20/18,0,,66,50,,,,,,,,,,,
05/21/18,0.31,,66,47,,,,,,,,,,,
05/22/18,0,,76,54,,,,,,,,,,,
05/23/18,0,,79,49,,,,,,,,,,,
05/24/18,0,,82,55,,,,,,,,,,,
05/25/18,0,,86,58,,,,,,,,,,,
05/26/18,0,,82,64,,,,,,,,,,,
05/27/18,0,,89,64,,,,,,,,,,,
05/28/18,0,,93,67,,,,,,,,,,,
05/29/18,0,,89,69,,,,,,,,,,,
05/30/18,0.01,,85,69,,,,,,,,,,,
05/31/18,0,,89,74,,,,,,,,,,,
06/01/18,0,,81,58,,,,,,,,,,,
06/02/18,0,,72,54,,,,,,,,,,,
06/03/18,0.86,,76,55,,,,,,,,,,,
06/04/18,0,,73,60,,,,,,,,,,,
06/05/18,0.16,,67,51,,,,,,,,,,,
06/06/18,0,,69,47,,,,,,,,,,,
06/07/18,0,,83,60,,,,,,,,,,,
06/08/18,0,,81,59,,,,,,,,,,,
06/09/18,0.07,,67,62,,,,,,,,,,,
06/10/18,0,,68,60,,,,,,,,,,,
06/11/18,0,,76,58,,,,,,,,,,,
06/12/18,0.01,,78,60,,,,1,,,,,,,
06/13/18,0,,86,68,,,,,,,,,,,
06/14/18,0,,85,60,,,,,,,,,,,
06/15/18,0,,79,58,,,,,,,,,,,
06/16/18,0.04,,86,66,,,,,,,,,,,
06/17/18,0,,95,67,,,,,,,,,,,
06/18/18,0.25,,94,69,,,,,,,,,,,
06/19/18,0,,76,65,,,,,,,,,,,
06/20/18,0.35,,71,58,,,,,,,,,,,
06/21/18,0,,77,58,,,,,,,,,,,
06/22/18,0.03,,71,63,,,,,,,,,,,
06/23/18,0.16,,79,66,,,,,,,,,,,
06/24/18,0.03,,75,60,,,,,,,,,,,
06/25/18,0,,74,55,,,,,,,,,,,
06/26/18,0.01,,78,53,,,,,,,,,,,
06/27/18,1.04,,79,68,,,,,,,,,,,
06/28/18,0,,85,67,,,,,,,,,,,
06/29/18,0,,88,68,,,,,,,,,,,
06/30/18,0,,92,76,,,,,,,,,,,
07/01/18,0,,93,76,,,,,,,,,,,
07/02/18,0,,89,73,,,,,,,,,,,
07/03/18,0,,88,69,,,,,,,,,,,
07/04/18,0,,92,73,,,,,,,,,,,
07/05/18,0.02,,95,76,,,,,,,,,,,
07/06/18,0,,79,61,,,,,,,,,,,
07/07/18,0,,78,56,,,,,,,,,,,
07/08/18,0,,85,58,,,,,,,,,,,
07/09/18,0,,91,63,,,,,,,,,,,
07/10/18,0,,88,67,,,,,,,,,,,
07/11/18,0,,85,61,,,,,,,,,,,
07/12/18,0,,83,61,,,,,,,,,,,
07/13/18,0,,89,66,,,,,,,,,,,
07/14/18,0,,86,73,,,,,,,,,,,
07/15/18,0.64,,89,75,,,,,,,,,,,
07/16/18,0.06,,90,73,,,,,,,,,,,
07/17/18,0,,82,65,,,,,,,,,,,
07/18/18,0,,79,62,,,,,,,,,,,
07/19/18,0,,82,61,,,,,,,,,,,
07/20/18,0.13,,82,66,,,,,,,,,,,
07/21/18,0.06,,73,69,,,,,,,,,,,
07/22/18,0.11,,73,63,,,,,,,,,,,
07/23/18,0,,81,60,,,,,,,,,,,
07/24/18,0.21,,83,69,,,,,,,,,,,
07/25/18,0,,89,68,,,,,,,,,,,
07/26/18,0.22,,86,68,,,,,,,,,,,
07/27/18,0.01,,79,61,,,,,,,,,,,
07/28/18,0,,81,60,,,,,,,,,,,
07/29/18,0,,82,65,,,,,,,,,,,
07/30/18,0,,79,62,,,,,,,,,,,
07/31/18,0.78,,79,64,,,,,,,,,,,
08/01/18,0.61,,80,66,,,,,,,,,,,
08/02/18,0,,84,64,,,,,,,,,,,
08/03/18,0,,86,68,,,,,,,,,,,
08/04/18,0,,88,65,,,,,,,,,,,
08/05/18,0,,91,73,,,,,,,,,,,
08/06/18,0.76,,88,71,,,,,,,,,,,
08/07/18,0.05,,84,70,,,,,,,,,,,
08/08/18,0.08,,84,71,,,,,,,,,,,
08/09/18,0,,86,67,,,,,,,,,,,
08/10/18,0,,82,67,,,,,,,,,,,
08/11/18,0,,83,62,,,,,,,,,,,
08/12/18,0,,82,67,,,,,,,,,,,
08/13/18,0,,84,66,,,,,,,,,,,
08/14/18,0,,88,67,,,,,,,,,,,
08/15/18,0,,87,71,,,,,,,,,,,
08/16/18,0.23,,77,71,,,,,,,,,,,
08/17/18,0.24,,80,73,,,,,,,,,,,
08/18/18,0,,83,70,,,,,,,,,,,
08/19/18,0,,80,68,,,,,,,,,,,
08/20/18,0,,80,64,,,,,,,,,,,
08/21/18,0.16,,84,66,,,,,,,,,,,
08/22/18,0,,75,62,,,,,,,,,,,
08/23/18,0,,82,57,,,,,,,,,,,
08/24/18,0,,80,59,,,,,,,,,,,
08/25/18,0.34,,78,69,,,,,,,,,,,
08/26/18,0,,86,66,,,,,,,,,,,
08/27/18,0,,91,71,,,,,,,,,,,
08/28/18,0,,91,78,,,,,,,,,,,
08/29/18,0,,85,70,,,,,,,,,,,
08/30/18,0,,75,62,,,,,,,,,,,
08/31/18,0,,80,59,,,,,,,,,,,
09/01/18,0.19,,88,68,,,,,,,,,,,
09/02/18,0,,90,73,,,,,,,,,,,
09/03/18,0.63,,90,72,,,,,,,,,,,
09/04/18,0.02,,91,71,,,,,,,,,,,
09/05/18,0.26,,93,72,,,,,,,,,,,
09/06/18,0.03,,77,65,,,,,,,,,,,
09/07/18,0,,72,62,,,,,,,,,,,
09/08/18,0,,65,57,,,,,,,,,,,
09/09/18,0,,61,56,,,,,,,,,,,
09/10/18,0.24,,63,56,,,,,,,,,,,
09/11/18,0,,74,59,,,,,,,,,,,
09/12/18,0,,75,55,,,,,,,,,,,
09/13/18,0,,74,60,,,,,,,,,,,
09/14/18,0,,82,64,,,,,,,,,,,
09/15/18,0,,85,69,1,,,1,,,,,,,
09/16/18,0,,85,66,,,,,,,,,,,
09/17/18,0,,83,66,,,,,,,,,,,
09/18/18,0.01,,88,66,,,,,,,,,,,
09/19/18,0,,75,63,,,,,,,,,,,
09/20/18,0.77,,73,62,,,,,,,,,,,
09/21/18,0,,86,60,,,,,,,,,,,
09/22/18,0,,62,50,,,,,,,,,,,
09/23/18,0,,69,47,,,,,,,,,,,
09/24/18,0.47,,67,56,,,,,,,,,,,
09/25/18,1.69,,74,65,,,,,,,,,,,
09/26/18,0.01,,72,51,,,,,,,,,,,
09/27/18,0,,63,46,,,,,,,,,,,
09/28/18,0.02,,70,48,,,,,,,,,,,
09/29/18,0,,62,45,,,,,,,,,,,
09/30/18,0.09,,60,45,,,,,,,,,,,
10/01/18,1.04,,62,53,,,,,,,,,,,
10/02/18,0.34,,71,56,,,,,,,,,,,
10/03/18,0,,79,56,,,,,,,,,,,
10/04/18,0.03,,76,46,,,,,,,,,,,
10/05/18,0,,60,42,,,,,,,,,,,
10/06/18,1.89,,78,60,,,,,,,,,,,
10/07/18,0.02,,60,56,,,,,,,,,,,
10/08/18,0,,82,56,,,,,,,,,,,
10/09/18,0,,84,69,,,,,,,,,,,
10/10/18,0.04,,80,67,,,,,,,,,,,
10/11/18,0,,70,46,,,,,,,,,,,
10/12/18,0.08,,48,41,,,,,,,,,,,
10/13/18,0.02,,52,41,,,,,,,,,,,
10/14/18,0,,58,40,,,,,,,,,,,
10/15/18,0.04,,53,36,,,,,,,,,,,
10/16/18,0,,55,32,,,,,,,,,,,
10/17/18,0,,50,36,,,,,,,,,,,
10/18/18,0,,51,29,,,,,,,,,,,
10/19/18,0.01,,58,41,,,,,,,,,,,
10/20/18,0.16,,56,37,,,,,,,,,,,
10/21/18,0,,43,35,,,,,,,,,,,
10/22/18,0,,56,37,,,,,,,,,,,
10/23/18,0,,53,40,,,,,,,,,,,
10/24/18,0,,50,33,,,,,,,,,,,
10/25/18,0,,50,30,,,,,,,,,,,
10/26/18,0,,50,41,,,,,,,,,,,
10/27/18,0.09,,45,41,,,,,,,,,,,
10/28/18,0.11,,47,39,,,,,,,,,,,
10/29/18,0,,53,38,,,,,,,,,,,
10/30/18,0.02,,56,34,,,,,,,,,,,
10/31/18,0.74,,57,45,,,,,,,,,,,
11/01/18,1.04,,48,43,,,,,,,,,,,
11/02/18,0.2,,47,41,,,,,,,,,,,
11/03/18,0,,48,33,,,,,,,,,,,
11/04/18,0,,52,35,,,,,,,,,,,
11/05/18,0.08,,56,47,,,,,,,,,,,
11/06/18,0.2,,57,45,1,,,,,,,,,,
11/07/18,0,,46,39,,,,,,,,,,,
11/08/18,0,,41,37,,,,,,,,,,,
11/09/18,0.28,,39,29,,,,,,,,,,,
11/10/18,0,,37,23,,,,,,,,,,,
11/11/18,0,,39,28,,,,,,,,,,,
11/12/18,0.05,,42,27,,,,,,,,,,,
11/13/18,0.01,,35,24,,,,,,,,,,,
11/14/18,0,,32,20,,,,,,,,,,,
11/15/18,0.17,,35,29,,,,,,,,,,,
11/16/18,0,,38,31,,,,,,,,,,,
11/17/18,0,,38,34,,,,,,,,,,,
11/18/18,0.04,,36,30,,,,,,,,,,,
11/19/18,0,,38,23,,,,,,,,,,,
11/20/18,0.02,,34,26,,,,,,,,,,,
11/21/18,0,,35,21,,,,,,,,,,,
11/22/18,0,,30,20,,,,,,,,,,,
11/23/18,0,,44,28,,,,,,,,,,,
11/24/18,0.24,,48,40,,,,,,,,,,,
11/25/18,0,,46,40,,,,,,,,,,,
11/26/18,0.56,,40,30,,,,,,,,,,,
11/27/18,0,,31,27,,,,,,,,,,,
11/28/18,0,,30,27,,,,,,,,,,,
11/29/18,0.01,,32,26,,,,,,,,,,,
11/30/18,0,,42,30,,,,,,,,,,,
12/01/18,0.19,,41,30,1,,,,,,,,,,
12/02/18,0.2,,58,39,1,,,,,,,,,,
12/03/18,0,,40,31,,,,,,,,,,,
12/04/18,0,,33,23,,,,,,,,,,,
12/05/18,0,,34,23,,,,,,,,,,,
12/06/18,0,,34,27,1,,,1,,,,,,,
12/07/18,0,,32,25,,,,,,,,,,,
12/08/18,0,,30,19,,,,1,,,,,,,
12/09/18,0,,35,16,1,,,1,,,,,,,
12/10/18,0,,29,19,1,,,1,,,,,,,
12/11/18,0,,33,25,1,,,1,,,,,,,
12/12/18,0.07,,39,22,1,,,1,,,,,,,
12/13/18,0,,40,29,1,,,1,,,,,,,
12/14/18,0.04,,48,34,1,,,1,,,,,,,
12/15/18,0,,40,32,,1,,1,,,,,,,
12/16/18,0,,46,31,1,,,1,,,,,,,
12/17/18,0,,39,26,,,,,,,,,,,
12/18/18,0,,36,27,,,,,,,,,,,
12/19/18,0,,44,26,1,,,,,,,,,,
12/20/18,0.21,,43,34,1,,,,,,,,,,
12/21/18,0.19,,41,33,1,,,,,,,,,,
12/22/18,0,,33,31,,,,,,,,,,,
12/23/18,0,,37,32,1,,,1,,,,,,,
