Date2,PRCP,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT22
2/06/11,0.05,31,22,1,,,,,,,1,,,,1,,,,,1,,
2/07/11,0,32,24,1,,,,,,,,,,,1,1,1,,,1,,
2/08/11,0,24,9,,,,,,,,,,,,,,,,,1,,
2/09/11,0,18,5,,,,,,,,,,,,,,,,,1,,
2/10/11,0,16,-5,1,,,,,,,1,,,,1,,,,,,,
2/11/11,0,25,-1,,,,,,,,,,,,,,,,,1,,
2/12/11,0.04,34,25,1,,,,,,,1,1,,,1,,,,,1,,
2/13/11,0,43,31,1,,,,,,,,,,,1,,,,,1,,
2/14/11,0,43,25,,,,,,,,,,,,,,,,,,,
2/15/11,0,32,17,,,,,,,,,,,,,,,,,,,
2/16/11,0,50,23,1,,,,,,,1,,,,1,,,,,,,
2/17/11,0,54,38,1,,,,,,,1,,,,1,,,,,,,
2/18/11,0,54,37,1,,,,,,,,,,,,,,,,,,
2/19/11,0,39,27,,,,,,,,,,,,,,,,,,,
2/20/11,0.96,32,22,1,1,1,1,,,,,,,,,,,,,1,,
2/21/11,0.15,27,17,1,,,1,,,,,,,,1,1,,,,1,,
2/22/11,0,24,7,,,,,,,,1,,,,,,,,,,,
2/23/11,0,26,3,1,,,,,,,1,,,,1,,,,,,,
2/24/11,0.1,36,26,1,,,1,,,,1,,,,,1,,1,,1,,
2/25/11,0.22,32,18,1,,,,,,,1,1,,,1,,,,,1,,
2/26/11,0.04,31,17,1,,,,,,,1,,,,1,,,,,1,,
2/27/11,0.1,39,29,1,,1,,,,,1,,,,,,,1,,1,,
2/28/11,0.75,36,25,1,,1,,,,,,,,,1,,,1,,,,
3/01/11,0,37,18,,,,,,,,,,,,,,,,,,,
3/02/11,0,36,20,,,,,,,,,,,,,,,,,,,
3/03/11,0,27,19,,,,,,,,,,,,,,,,,,,
3/04/11,0.14,45,26,1,,,,,,,,,,,1,,,1,1,,,
3/05/11,1,46,26,1,,,1,,,,,1,,,,,,1,,1,,
3/06/11,0.02,35,22,1,,,,,,,,,,,1,,,,,1,,
3/07/11,0,36,16,,,,,,,,,,,,,,,,,,,
3/08/11,0,42,25,,,,,,,,,,,,,,,,,,,
3/09/11,0.74,44,36,1,1,,1,,,,,,,,,,,1,,,,
3/10/11,0.05,44,31,1,1,,,,,,,,,,,,,1,,1,,
3/11/11,0.27,44,29,1,,,,,,,,1,,,1,,,,,1,,
3/12/11,0,47,30,1,,,1,,,,1,,,,1,,,1,,1,,
3/13/11,0,42,34,,,,,,,,,,,,,,,,,1,,
3/14/11,0.01,39,27,1,,,,,,,,,,,1,,,,,1,,
3/15/11,0.13,41,28,1,,,,,,,,,,,1,,,1,,,,
3/16/11,0.03,57,37,1,,,,,,,1,,,,1,1,,1,,,,
3/17/11,0,68,39,1,,,,,,,1,,,,,,,,,,,
3/18/11,0,65,42,1,,,,,,,1,,,,,,,,,,,
3/19/11,0,50,29,,,,,,,,,,,,,,,,,,,
3/20/11,0.71,48,30,1,,1,1,,,,,,,,,,,1,,,,
3/21/11,0.09,55,39,1,,1,,,,,1,,,,1,,,1,,,,
3/22/11,0.32,45,34,1,,,1,,,,,,,,1,,,1,,1,,
3/23/11,0.1,34,27,1,,,,,,,,,,,1,,,1,1,1,,
3/24/11,0,36,23,,,,,,,,,,,,,,,,,1,,
3/25/11,0,34,19,,,,,,,,,,,,,,,,,,,
3/26/11,0,35,17,,,,,,,,,,,,,,,,,,,
3/27/11,0,39,17,,,,,,,,,,,,,,,,,,,
3/28/11,0,40,18,,,,,,,,,,,,,,,,,,,
3/29/11,0,46,21,,,,,,,,,,,,,,,,,,,
3/30/11,0,41,25,,,,,,,,,,,,,,,,,,,
3/31/11,0,46,23,,,,,,,,,,,,,,,,,,,
4/01/11,0,50,31,,,,,,,,1,,,,,,,,,,,
4/02/11,0.04,50,31,,,,,,,,1,,,,,,,1,,,,
4/03/11,0.06,46,29,1,,,,,,,1,,,,1,,,1,,,,
4/04/11,0.1,64,40,1,,1,,,,,1,,,,,,,1,,,,
4/05/11,0,49,31,,,,,,,,,,,,,,,,,,,
4/06/11,0.8,42,32,1,,,,,,,,,,,1,,,1,,,,
4/07/11,0,50,36,1,,,,,,,1,,,,1,,,,,,,
4/08/11,0.46,51,40,1,,,,,,,1,,,,1,,,1,,,,
4/09/11,0,49,35,1,,,,,,,1,,,,1,,,,,,,
4/10/11,0,83,42,1,1,,,,,,,,,,1,,,,,,,
4/11/11,0.08,73,45,1,,1,,,,,,,,,1,,,1,,,,
4/12/11,0,60,39,,,,,,,,,,,,,,,,,,,
4/13/11,0,66,35,,,,,,,,,,,,,,,,,,,
4/14/11,0,57,36,,,,,,,,,,,,,,,1,,,,
4/15/11,0,51,36,,,,,,,,,,,,,,,1,,,,
4/16/11,0.42,60,37,1,,,,,,,1,,,,1,,,1,,,,
4/17/11,0,49,38,,,,,,,,,,,,,,,,,,,
4/18/11,0.21,39,32,1,,,,,,,1,,,,1,,,,,1,,
4/19/11,0.74,40,34,1,,1,1,,,,1,,,,,,,1,,,,
4/20/11,0.16,46,37,1,,1,,,,,,,,,1,,,1,,,,
4/21/11,0,54,33,,,,,,,,,,,,,,,,,,,
4/22/11,0.41,47,36,1,,1,,,,,1,,,,1,,,1,,,,
4/23/11,0.4,73,44,1,,1,,,,,,,,,1,,,1,,,,
4/24/11,0.07,64,45,1,,,,,,,,,,,,,,1,,,,
4/25/11,0.51,51,49,1,,,,,,,1,,,,1,1,,1,,,,
4/26/11,0.02,74,47,1,1,,,,,,,,,,1,,,1,,,,
4/27/11,0.44,71,58,1,,1,,,,,,,,,1,,,1,,,,
4/28/11,0.64,60,43,1,,1,,,,,,,,1,,,,1,,,,
4/29/11,0.05,62,39,1,,,,,,,,,,,1,,,1,,,,
4/30/11,0,57,38,1,,,,,,,1,,,,,,,,,,,
5/01/11,0.4,71,52,1,,1,,,,,1,,,,1,,,1,,,,
5/02/11,0.01,60,49,,,,,,,,,,,,,,,1,,,,
5/03/11,0.08,51,38,1,,,,,,,,,,,,,,1,,,,
5/04/11,0,61,36,,,,,,,,,,,,,,,,,,,
5/05/11,0,66,41,,,,,,,,,,,,,,,1,,,,
5/06/11,0.01,66,49,1,,,,,,,,,,,,,,1,,,,
5/07/11,0,71,46,,,,,,,,,,,,,,,1,,,,
5/08/11,0,68,46,,,,,,,,,,,,,,,,,,,
5/09/11,0,68,44,,,,,,,,,,,,,,,,,,,
5/10/11,0.03,69,53,,,1,,,,,,,,,,,,1,,,,
5/11/11,0,78,54,,,,,,,,,,,,,,,,,,,
5/12/11,0.05,83,58,,,1,,,,,1,,,,,,,1,,,,
5/13/11,0.1,82,62,1,,1,,,,,1,,,,,,,1,,,,
5/14/11,0.02,65,52,1,,,,,,,1,,,,1,1,,1,,,,
5/15/11,0.94,53,43,1,,,,,,,,,,,1,1,,1,,,,
5/16/11,0.05,52,42,,,,,,,,,,,,,,,1,,,,
5/17/11,0.29,54,47,1,,,,,,,,,,,1,,,1,,,,
5/18/11,0.03,63,53,1,,,,,,,1,,,,1,,,1,,,,
5/19/11,0.18,70,55,1,1,,,,,,1,,,,,,,1,,,,
5/20/11,0,73,55,1,1,,,,,,1,,,,1,,,,,,,
5/21/11,0.01,76,53,1,,,,,,,1,,,,1,,,1,,,,
5/22/11,0.06,84,63,1,,1,,,,,1,,,,,,,1,,,,
5/23/11,0.42,82,64,1,,1,,,,,,,,,1,,,1,,,,
5/24/11,0,77,55,1,,,,,,,1,,,,1,,,,,,,
5/25/11,1.67,63,51,1,,1,,,,,,,,,1,,,1,,,,
5/26/11,0.76,71,47,1,,1,,,,,,,,,1,,,1,,,,
5/27/11,0.02,57,47,1,,,,,,,1,,,,1,,,1,,,,
5/28/11,0.24,70,54,1,,,,,,,1,,,,1,,,1,,,,
5/29/11,0.01,80,59,1,,1,,,,,1,,,,1,,,1,,,,
5/30/11,0,89,61,1,,,,,,,,,,,1,,,,,,,
5/31/11,0,92,70,1,,,,,,,1,,,,,,,1,,,,
6/01/11,0,82,66,,,,,,,,,,,,,,,,,,,
6/02/11,0,71,55,,,,,,,,,,,,,,,,,,,
6/03/11,0,73,54,,,,,,,,,,,,,,,,,,,
6/04/11,0,92,61,,,,,,,,,,,,,,,,,,,
6/05/11,0,87,64,1,,,,,,,1,,,,,,,,,,,
6/06/11,0,83,61,,,,,,,,,,,,,,,,,,,
6/07/11,0,95,69,,,,,,,,1,,,,,,,,,,,
6/08/11,0,96,74,,,,,,,,1,,,,,,,,,,,
6/09/11,0.04,84,58,,,1,,,,,,,,,,,,1,,,,
6/10/11,0.38,64,56,1,,1,,,,,1,,,,,,,1,,,,
6/11/11,0,81,59,1,,,,,,,1,,,,1,,,,,,,
6/12/11,0,66,55,,,,,,,,,,,,,,,,,,,
6/13/11,0,77,55,,,,,,,,,,,,,,,,,,,
6/14/11,0,77,54,,,,,,,,1,,,,,,,,,,,
6/15/11,0.08,74,54,1,,,,,,,1,,,,1,,,1,,,,
6/16/11,0,78,61,1,,,,,,,1,,,,1,,,1,,,,
6/17/11,0,82,59,1,,,,,,,1,,,,1,,,,,,,
6/18/11,0,83,62,1,,,,,,,1,,,,1,,,,,,,
6/19/11,0,81,62,,,,,,,,,,,,,,,,,,,
6/20/11,0.09,77,61,1,,1,,,,,1,,,,1,,,1,,,,
6/21/11,0.03,87,69,1,,1,,,,,1,,,,,,,1,,,,
6/22/11,0.13,85,69,1,,,,,,,,,,,,,,1,,,,
6/23/11,0.15,76,65,1,,,,,,,,,,,1,,,1,,,,
6/24/11,0.04,71,60,1,,,,,,,,,,,1,,,1,,,,
6/25/11,0,79,59,,,,,,,,,,,,,,,,,,,
6/26/11,0,81,61,1,,,,,,,1,,,,,,,,,,,
6/27/11,0,80,60,,,,,,,,1,,,,,,,,,,,
6/28/11,0,80,63,1,,,,,,,,,,,,,,,,,,
6/29/11,0,82,58,,,,,,,,,,,,,,,,,,,
6/30/11,0,87,58,1,,,,,,,1,,,,,,,,,,,
7/01/11,0,87,63,1,,,,,,,1,,,,,,,,,,,
7/02/11,1.56,99,69,,,1,,1,,,1,,,1,,,,,,,,
7/03/11,0,90,71,1,,,,,,,1,,,,,,,,,,,
7/04/11,0,85,68,,,,,,,,1,,,,,,,,,,,
7/05/11,0,89,66,1,,,,,,,1,,,,,,,,,,,
7/06/11,0,90,69,,,,,,,,,,,,,,,,,,,
7/07/11,0,83,65,,,,,,,,,,,,,,,,,,,
7/08/11,0,86,66,,,1,,,,,1,,,,,,,1,,,,
7/09/11,0,89,67,,,,,,,,,,,,,,,,,,,
7/10/11,0,91,70,,,,,,,,1,,,,,,,,,,,
7/11/11,0.62,85,70,1,,1,,,,,,,,,,,,1,,,,
7/12/11,0,90,68,,,,,,,,,,,,,,,,,,,
7/13/11,0,82,64,,,,,,,,,,,,,,,,,,,
7/14/11,0,80,58,,,,,,,,,,,,,,,,,,,
7/15/11,0,85,67,,,,,,,,,,,,,,,,,,,
7/16/11,0,88,67,,,,,,,,,,,,,,,,,,,
7/17/11,0,92,71,1,,,,,,,1,,,,1,,,,,,,
7/18/11,0.59,96,75,1,,1,,,,,,,,,,,,1,,,,
7/19/11,0,94,76,1,,,,,,,1,,,,1,,,,,,,
7/20/11,0,96,75,1,,,,,,,1,,,,1,,,,,,,
7/21/11,0,100,79,,,,,,,,,,,,,,,,,,,
7/22/11,0.27,95,71,1,,1,,,,,,,,,,,,1,,,,
7/23/11,0.05,90,73,1,,,,,,,1,,,,1,,,1,,,,
7/24/11,0.14,89,72,1,,1,,,,,1,,,,1,,,1,,,,
7/25/11,0,89,73,1,,,,,,,,,,,,,,,,,,
7/26/11,0,87,67,,,,,,,,,,,,,,,,,,,
7/27/11,1.35,82,65,1,,1,,,,,,,,,1,,,1,,,,
7/28/11,2.16,90,72,1,,1,,,,,,,,,1,,,1,,,,
7/29/11,0.92,89,72,1,,1,,,,,,,,,1,,,1,,,,
7/30/11,0,89,69,,,,,,,,,,,,,,,,,,,
7/31/11,0,92,70,,,,,,,,,,,,,,,,,,,
8/01/11,0,92,73,,,,,,,,,,,,,,,,,,,
8/02/11,0.06,86,73,1,,,,,,,1,,,,,,,1,,,,
8/03/11,0.22,85,73,1,,1,,,,,,,,,1,,,1,,,,
8/04/11,0,83,69,1,,,,,,,1,,,,,,,,,,,
8/05/11,0,87,67,1,,,,,,,1,,,,1,,,,,,,
8/06/11,0.45,87,72,1,,1,,,,,1,,,,,,,1,,,,
8/07/11,0,87,72,1,,,,,,,1,,,,1,,,1,,,,
8/08/11,0.22,85,69,1,,1,,,,,,,,,1,,,1,,,,
8/09/11,0.4,84,66,1,,1,,,,,,,,,1,,,1,,,,
8/10/11,0,77,62,,,,,,,,,,,,,,,,,,,
8/11/11,0,80,57,,,,,,,,,,,,,,,,,,,
8/12/11,0,81,59,,,,,,,,,,,,,,,,,,,
8/13/11,0.19,83,63,1,,1,,,,,1,,,1,,,,1,,,,
8/14/11,0.06,71,64,1,,,,,,,,,,,1,,,1,,,,
8/15/11,0,81,63,,,,,,,,,,,,,,,,,,,
8/16/11,0,82,59,,,,,,,,,,,,,,,,,,,
8/17/11,0,84,63,,,,,,,,1,,,,,,,,,,,
8/18/11,0.06,86,64,1,,1,,,,,1,,,,,,,1,,,,
8/19/11,0,86,62,1,,,,,,,1,,,,,,,,,,,
8/20/11,0.06,84,64,1,,1,,,,,1,,,,,,,1,,,,
8/21/11,0.03,80,61,1,,,,,,,,,,,1,,,1,,,,
8/22/11,0,77,55,,,,,,,,1,,,,,,,,,,,
8/23/11,0.04,83,57,,,,,,,,,,,,,,,1,,,,
8/24/11,0.37,90,67,1,,1,,,,,,,,,1,,,1,,,,
8/25/11,0,78,63,1,,,,,,,,,,,,,,,,,,
8/26/11,0,79,59,1,,,,,,,1,,,,1,,,,,,,
8/27/11,0,85,61,1,,,,,,,1,,,,1,,,,,,,
8/28/11,0,79,60,,,,,,,,,,,,,,,,,,,
8/29/11,0,79,57,,,,,,,,,,,,,,,,,,,
8/30/11,0,80,56,,,,,,,,,,,,,,,,,,,
8/31/11,0,81,65,,,,,,,,1,,,,,,,1,,,,
9/01/11,0,92,71,1,,,,,,,1,,,,1,,,,,,,
9/02/11,0,98,74,1,,,,,,,1,,,,1,,,1,,,,
9/03/11,0.12,95,71,1,,1,,,,,1,,,1,,,,,,,,
9/04/11,0.03,78,62,1,,,,,,,1,,,,1,,,1,,,,
9/05/11,0,64,54,,,,,,,,,,,,,,,,,,,
9/06/11,0,67,54,,,,,,,,,,,,,,,,,,,
9/07/11,0.55,63,55,1,,,,,,,,,,,1,,,1,,,,
9/08/11,0.66,66,60,1,,,,,,,,,,,1,1,,1,,,,
9/09/11,0.18,76,64,1,,,,,,,1,,,,1,,,1,,,,
9/10/11,0.68,76,62,1,,,,,,,1,,,,1,,,1,,,,
9/11/11,0.15,78,63,1,,,,,,,,,,,1,,,1,,,,
9/12/11,0,84,59,1,,,,,,,1,,,,1,,,,,,,
9/13/11,0,82,60,,,,,,,,,,,,,,,,,,,
9/14/11,0.15,70,52,1,,,,,,,1,,,,1,,,1,,,,
9/15/11,0,61,43,,,,,,,,,,,,,,,,,,,
9/16/11,0,62,43,,,,,,,,,,,,,,,,,,,
9/17/11,0,66,52,,,,,,,,,,,,,,,,,,,
9/18/11,0,70,50,1,,,,,,,1,,,,1,,,,,,,
9/19/11,1.81,68,61,1,,1,,,,,,,,,1,,,1,,,,
9/20/11,0,72,54,1,1,,,,,,1,,,,1,,,,,,,
9/21/11,0,79,61,1,,,,,,,1,,,,1,,,,,,,
9/22/11,0.07,74,53,1,,,,,,,,,,,1,,,1,,,,
9/23/11,0.55,64,51,1,,,,,,,,,,,1,,,1,,,,
9/24/11,0,66,49,1,,,,,,,1,,,,1,,,,,,,
9/25/11,0,75,54,1,1,,,,,,1,,,,1,,,,,,,
9/26/11,0.85,73,56,1,,1,,,,,,,,,1,,,1,,,,
9/27/11,0.1,70,50,1,,,,,,,1,,,,1,,,1,,,,
9/28/11,0.07,65,54,1,,,,,,,1,,,,1,,,1,,,,
9/29/11,0.23,66,54,1,,,,,,,1,,,,1,,,1,,,,
9/30/11,0.08,55,42,1,,,,,,,,,,,1,,,1,,,,
10/01/11,0.01,56,42,,,,,,,,,,,,1,,,1,,,,
10/02/11,0,63,40,,,,,,,,,,,,,,,1,,,,
10/03/11,0,69,49,,,,,,,,,,,,,,,1,,,,
10/04/11,0,73,48,,,,,,,,,,,,,,,,,,,
10/05/11,0,77,49,,,,,,,,,,,,,,,1,,,,
10/06/11,0,77,51,,,,,,,,1,,,,1,,,,,,,
10/07/11,0,79,52,,,,,,,,1,,,,1,,,,,,,
10/08/11,0,80,53,,,,,,,,1,,,,1,,,,,,,
10/09/11,0,80,54,,,,,,,,1,,,,1,,,,,,,
10/10/11,0,74,56,,,,,,,,1,,,,1,,,,,,,
10/11/11,0,78,53,,,,,,,,1,,,,1,,,,,,,
10/12/11,0.03,65,58,,,,,,,,1,,,,1,,,1,,,,
10/13/11,0.09,67,58,,,,,,,,1,,,,1,,,1,,,,
10/14/11,0.07,61,50,,,,,,,,,,,,1,,,1,,,,
10/15/11,0.09,58,47,,,,,,,,,,,,1,,,1,,,,
10/16/11,0,59,50,,,,,,,,,,,,,,,1,,,,
10/17/11,0,62,44,,,,,,,,,,,,,,,,,,,
10/18/11,0.09,56,41,,,,,,,,,,,,1,,,1,,,,
10/19/11,1.19,51,49,,,,,,,,,,,,1,,,1,,,,
10/20/11,0.14,53,44,,,,,,,,,,,,1,,,1,,,,
10/21/11,0,49,44,,,,,,,,,,,,,,,1,,,,
10/22/11,0,61,35,,,,,,,,,,,,,,,,,,,
10/23/11,0,66,38,,,,,,,,,,,,,,,,,,,
10/24/11,0.19,63,44,,,1,,,,,,,,,1,,,1,,,,
10/25/11,0.03,64,41,,,,,,,,,,,,,,,1,,,,
10/26/11,0.13,57,46,,,,,,,,1,,,,1,,,1,,,,
10/27/11,0.05,50,38,,,,,,,,,,,,,,,1,,,,
10/28/11,0,52,33,,,,,,,,1,,,,1,,,,,,,
10/29/11,0.01,50,35,,,,,,,,1,,,,1,,,1,,,,
10/30/11,0.01,54,31,,,,,,,,,,,,1,,,1,,,,
10/31/11,0.01,52,41,,,,,,,,,,,,1,,,1,,,,
11/01/11,0,60,33,,,,,,,,,,,,1,,,,,,,
11/02/11,0,69,40,,,,,,,,,,,,,,,,,,,
11/03/11,0,55,43,,,,,,,,1,,,,,,,,,,,
11/04/11,0,54,37,,,,,,,,,,,,,,,,,,,
11/05/11,0,53,36,,,,,,,,1,,,,,,,,,,,
11/06/11,0,65,35,1,,,,,,,,,,,,,,,,,,
11/07/11,0.03,61,53,,,,,,,,,,,,1,,,1,,,,
11/08/11,0.03,69,54,,,,,,,,,,,,1,1,,1,,,,
11/09/11,0.33,63,43,1,,,,,,,,,,,1,,,1,,,,
11/10/11,0,48,34,,,,,,,,,,,,,,,1,,1,,
11/11/11,0,45,34,,,,,,,,,,,,,,,,,,,
11/12/11,0,61,33,,,,,,,,,,,,,,,,,,,
11/13/11,0,65,52,,,,,,,,,,,,,,,,,,,
11/14/11,0.58,64,44,,,1,,,,,,,,,1,,,1,,,,
11/15/11,0,59,43,,,,,,,,1,,,,1,,,,,,,
11/16/11,0,50,35,,,,,,,,,,,,1,,,,,,,
11/17/11,0,41,28,,,,,,,,,,,,,,,,,1,,
11/18/11,0,50,24,,,,,,,,,,,,,,,,,,,
11/19/11,0,57,37,,,,,,,,,,,,,,,1,,,,
11/20/11,0,60,39,,,,,,,,,,,,,,,1,,,,
11/21/11,0,48,35,,,,,,,,,,,,,,,,,,,
11/22/11,1.58,43,33,,,,,,,,1,,,,1,,,1,,,,
11/23/11,0.28,54,38,1,,,,,,,,,,,1,,,1,,,,
11/24/11,0,45,34,1,1,,,,,,1,,,,1,,,,,,,
11/25/11,0,61,41,,,,,,,,1,,,,1,,,,,,,
11/26/11,0,64,46,,,,,,,,,,,,,,,1,,,,
11/27/11,0.83,59,39,1,,,,,,,,,,,1,,,1,,,,
11/28/11,0.4,42,36,,,,,,,,,,,,1,1,,1,,1,,
11/29/11,1.91,42,36,1,,,,,,,,,,,1,,,1,,1,,
11/30/11,0.03,41,30,1,,,,,,,,,,,1,,,,,1,,
12/01/11,0,43,26,,,,,,,,1,,,,1,,,,,,,
12/02/11,0.09,40,31,1,,,,,,,,,,,1,,,,,1,,
12/03/11,0,48,29,,,,,,,,1,,,,1,,,1,,,,
12/04/11,0.29,51,43,1,,,,,,,,,,,1,,,1,,,,
12/05/11,0.62,46,33,1,,,,,,,,,,,1,,,1,,1,,
12/06/11,0,37,32,,,,,,,,,,,,,,,,,1,,
12/07/11,0,37,28,1,,,,,,,,,,,1,,,,,1,,
12/08/11,0,37,26,,,,,,,,,,,,,,,,,,,
12/09/11,0.05,33,21,1,,,,,,,,,,,1,,,,,1,,
12/10/11,0,30,17,,,,,,,,1,,,,,,,,,,,
12/11/11,0,36,19,,,,,,,,,,,,,,,,,,,
12/12/11,0,43,22,,,,,,,,,,,,,,,,,,,
12/13/11,0.01,43,24,,,,,,,,1,,,,1,,,1,,,,
12/14/11,0.56,55,37,,,,,,,,1,,,,1,,,1,,,,
12/15/11,0.31,57,37,1,,,,,,,,,,,1,,,1,,,,
12/16/11,0,37,31,,,,,,,,,,,,,,,,,,,
12/17/11,0.03,31,28,,,,,,,,1,,,,1,,,,,1,,
12/18/11,0,38,30,,,,,,,,1,,,,1,,,,,1,,
12/19/11,0,53,35,1,,,,,,,,,,,1,1,,1,,,,
12/20/11,0,38,33,1,,,,,,,,,,,1,,,1,,,,
12/21/11,0.1,49,38,1,1,,,,,,,,,,,1,,1,,,,
12/22/11,0.05,43,36,,,,,,,,,,,,1,1,,1,,,,
12/23/11,0.01,36,25,1,,,,,,,,,,,1,,,1,,1,,
12/24/11,0.01,37,25,,,,,,,,,,,,1,,,,,1,,
12/25/11,0,47,32,,,,,,,,,,,,,,,,,,,
12/26/11,0,45,31,,,,,,,,,,,,,,,,,,,
12/27/11,0.28,36,31,1,,,,,,,,,,,1,,,1,,1,,
12/28/11,0,31,23,,,,,,,,,,,,,,,,,,,
12/29/11,0.04,40,24,1,,,,,,,,,,,1,,,1,,1,,
12/30/11,0.33,46,33,1,,,,,,,,,,,1,,,1,,,,
12/31/11,0.01,44,37,,,,,,,,,,,,1,,,1,,,,
1/01/12,0.02,47,31,,,,,,,,,,,,1,,,1,,1,,
1/02/12,0,31,21,,,,,,,,,,,,1,,,,,1,,
1/03/12,0,25,18,,,,,,,,,,,,,,,,,1,,
1/04/12,0,35,20,,,,,,,,,,,,,,,,,,,
1/05/12,0,42,24,,,,,,,,,,,,1,,,,,,,
1/06/12,0,54,35,,,,,,,,,,,,,,,,,,,
1/07/12,0,47,36,,,,,,,,,,,,,,,,,,,
1/08/12,0,39,27,,,,,,,,,,,,,,,,,,,
1/09/12,0,43,24,,,,,,,,,,,,1,,,,,,,
1/10/12,0,48,30,,,,,,,,1,,,,,,,,,,,
1/11/12,0.2,48,28,,,,,,,,1,,,,1,,,1,,,,
1/12/12,0.17,41,23,1,,,,,,,,,,,1,1,,1,,1,,
1/13/12,0.09,30,20,1,,,,,,,,,,,1,,,,,1,,
1/14/12,0.06,24,20,,,,,,,,1,,,,1,,,,,1,,
1/15/12,0,27,15,,,,,,,,,,,,,,,,,1,,
1/16/12,0.07,44,23,,,,,,,,,,,,1,1,,1,,,,
1/17/12,1.28,53,26,1,1,,,,,,,,,,,1,,,,1,,
1/18/12,0,28,20,,,,,,,,,,,,,,,,,1,,
1/19/12,0.04,29,8,1,,,,,,,,,,,1,,,,,1,,
1/20/12,0.23,18,4,,,,,,,,,,,,1,,,,,1,,
1/21/12,0.02,28,13,,,,,,,,,,,,1,,,,,1,,
1/22/12,0.02,36,17,,,,,,,,1,,,,1,1,,1,,,,
1/23/12,0.34,51,32,,,1,,,,,,,,,1,,,1,,,,
1/24/12,0,34,30,,,,,,,,,,,,,,,,,1,,
1/25/12,0,32,29,,,,,,,,1,,,,,,,,,,,
1/26/12,0.19,36,30,,,,,,,,1,,,,1,,,1,,,,
1/27/12,0.18,40,28,1,,,,,,,,,,,1,,,1,,1,,
1/28/12,0.04,36,27,1,,,,,,,,,,,1,,,,,1,,
1/29/12,0.05,35,22,,1,,,,,,,,,,1,,,,,1,,1
1/30/12,0,34,17,,,,,,,,1,,,,,,,,,,,
1/31/12,0,56,33,1,,,,,,,,,,,1,,,1,,,,
2/01/12,0,50,40,,,,,,,,1,,,,,,,1,,,,
2/02/12,0,40,29,,,,,,,,,,,,1,,,,,,,
2/03/12,0,40,25,,,,,,,,1,,,,1,,,,,,,
2/04/12,0,43,28,,,,,,,,1,,,,,,,,,,,
2/05/12,0,46,22,,,,,,,,1,,,,1,,,,,,,
2/06/12,0,50,27,,,,,,,,,,,,,,,,,,,
2/07/12,0,37,26,,,,,,,,1,,,,,,,,,1,,
2/08/12,0,37,22,,,,,,,,,,,,,,,,,,,
2/09/12,0,39,22,,,,,,,,1,,,,,,,,,,,
2/10/12,0.25,33,21,,,,,,,,1,,,,1,,,,,1,,1
2/11/12,0.08,21,11,,,,,,,,,,,,1,,,,,1,,
2/12/12,0,32,17,,,,,,,,,,,,,,,,,1,,
2/13/12,0,37,17,,,,,,,,,,,,,,,,,,,
2/14/12,0.08,33,28,,,,,,,,1,,,,1,,,,,1,,
2/15/12,0.06,39,31,,,,,,,,1,,,,1,,,1,,,,
2/16/12,0.14,44,30,,,,,,,,,,,,1,,,1,,,,
2/17/12,0,44,27,,,,,,,,1,,,,1,,,,,,,
2/18/12,0,41,26,,,,,,,,1,,,,,,,1,,,,
2/19/12,0,35,22,,,,,,,,,,,,,,,,,,,
2/20/12,0,37,20,,,,,,,,,,,,,,,,,,,
2/21/12,0.18,41,28,1,,,,,,,,,,,1,,,1,,1,,
2/22/12,0.04,41,33,1,,,,,,,,,,,1,,,1,,1,,
2/23/12,0.09,42,31,,,,,,,,1,,,,1,,,1,,1,,
2/24/12,0.28,34,31,1,,,,,,,,,,,,1,,1,,1,,
2/25/12,0.01,32,28,1,,,,,,,,,,,1,,,,,1,,
2/26/12,0,37,22,,,,,,,,,,,,,,,,,1,,
2/27/12,0,47,30,,,,,,,,,,,,,,,,,,,
2/28/12,0,40,24,,,,,,,,1,,,,1,,,,,,,
2/29/12,0.7,49,33,1,1,,1,,,,1,,,,,,,,,,,
3/01/12,0.01,45,35,1,,,,,,,,,,,1,1,,1,,1,,
3/02/12,0.51,51,35,,,,,,,,1,,,,1,,,1,,,,
3/03/12,0,39,30,,,,,,,,,,,,,,,,,1,,
3/04/12,0.01,37,26,1,,,,,,,,,,,1,,,,,1,,
3/05/12,0,33,22,,,,,,,,,,,,1,,,,,1,,
3/06/12,0,58,27,,,,,,,,,,,,,,,,,,,
3/07/12,0,68,47,,,,,,,,,,,,,,,,,,,
3/08/12,0.13,63,31,1,,,,,,,,,,,1,,,1,,,,
3/09/12,0,39,25,,,,,,,,,1,,,,,,,,1,,
3/10/12,0,49,21,,,,,,,,,,,,,,,,,,,
3/11/12,0,66,32,,,,,,,,1,,,,,,,,,,,
3/12/12,0.55,61,44,,,1,,,,,1,,,,1,,,1,,,,
3/13/12,0.03,67,49,,,1,,,,,1,,,,1,,,1,,,,
3/14/12,0,75,39,,,,,,,,,,,,,,,,,,,
3/15/12,0.37,77,55,,,1,1,,,,,,,,,,,1,,,,
3/16/12,0,73,53,,,,,,,,,,,,1,,,,,,,
3/17/12,0,75,48,1,1,,,,,,1,,,,1,,,,,,,
3/18/12,0,75,51,,1,,,,,,1,,,,1,,,1,,,,
